document_id,firm_id,time
5440039.F,129823,2014
5920497.F,129823,2015
5780986.F,129823,2015
5706541.F,129823,2015
5847972.F,129823,2015
9657087.F,129823,2016
5992678.F,129823,2016
6357549.F,129823,2016
6063328.F,129823,2016
11052819.F,129823,2017
10745806.F,129823,2017
10360859.F,129823,2017
11253313.F,129823,2017
11494795.F,129823,2018
663740.F,133768,2002
615195.F,133768,2002
646388.F,133768,2002
690869.F,133768,2002
830148.F,133768,2003
786433.F,133768,2003
724022.F,133768,2003
755929.F,133768,2003
997475.F,133768,2004
876525.F,133768,2004
913073.F,133768,2004
948610.F,133768,2004
1192700.F,133768,2005
1049489.F,133768,2005
1345529.F,133768,2006
1259606.F,133768,2006
1395203.F,133768,2006
1455463.F,133768,2006
1591463.F,133768,2007
1661231.F,133768,2007
1518119.F,133768,2007
1733596.F,133768,2007
1821687.F,133768,2008
1982684.F,133768,2008
1889709.F,133768,2008
2066467.F,133768,2008
2301233.F,133768,2009
2152819.F,133768,2009
2411322.F,133768,2009
2411317.F,133768,2009
3689747.F,133768,2010
2979249.F,133768,2010
3184016.F,133768,2010
3392308.F,133768,2010
4209362.F,133768,2011
4142272.F,133768,2011
3927773.F,133768,2011
4705714.F,133768,2011
4985570.F,133768,2012
4852504.F,133768,2012
4772349.F,133768,2012
4918030.F,133768,2012
5057990.F,133768,2013
5189761.F,133768,2013
5121890.F,133768,2013
5270840.F,133768,2013
5336624.F,133768,2014
5598166.F,133768,2014
5498977.F,133768,2014
5428759.F,133768,2014
5829135.F,133768,2015
5895339.F,133768,2015
5757907.F,133768,2015
5680563.F,133768,2015
7437376.F,133768,2016
6118695.F,133768,2016
6052963.F,133768,2016
5974458.F,133768,2016
10080766.F,133768,2017
10691342.F,133768,2017
10999234.F,133768,2017
11182781.F,133768,2017
11462687.F,133768,2018
1352570.F,148310,2006
1194888.F,148310,2006
1158515.F,149318,2005
1215652.F,149318,2005
1360258.F,149318,2006
1413659.F,149318,2006
1311096.F,149318,2006
1486190.F,149318,2006
1759909.F,149318,2007
1679886.F,149318,2007
1616683.F,149318,2007
1546337.F,149318,2007
1833887.F,149318,2008
1997180.F,149318,2008
1898280.F,149318,2008
2103231.F,149318,2008
2507868.F,149318,2009
2345286.F,149318,2009
2755750.F,149318,2009
2198071.F,149318,2009
3717767.F,149318,2010
3451055.F,149318,2010
3241531.F,149318,2010
3052317.F,149318,2010
4219727.F,149318,2011
4155879.F,149318,2011
3970215.F,149318,2011
4722003.F,149318,2011
4998186.F,149318,2012
4809631.F,149318,2012
4931356.F,149318,2012
4863412.F,149318,2012
5208490.F,149318,2013
5281731.F,149318,2013
5141954.F,149318,2013
5613427.F,149318,2014
5359176.F,149318,2014
5517319.F,149318,2014
5444641.F,149318,2014
5694080.F,149318,2015
5773057.F,149318,2015
5835732.F,149318,2015
5921438.F,149318,2015
7625918.F,149318,2016
6000548.F,149318,2016
6064466.F,149318,2016
6478804.F,149318,2016
11053008.F,149318,2017
10317438.F,149318,2017
10738175.F,149318,2017
11206211.F,149318,2017
11483119.F,149318,2018
1013471.F,157959,2004
958578.F,157959,2004
920122.F,157959,2004
1061039.F,157959,2005
1155176.F,157959,2005
1111624.F,157959,2005
1211429.F,157959,2005
1360082.F,157959,2006
1311889.F,157959,2006
1379869.F,157959,2006
1479695.F,157959,2006
1770390.F,157959,2007
1612305.F,157959,2007
1912755.F,157959,2008
1150943.F,160191,2005
1475447.F,160191,2006
1338062.F,160191,2006
1402712.F,160191,2006
1300297.F,160191,2006
1671869.F,160191,2007
1521451.F,160191,2007
1592323.F,160191,2007
1741848.F,160191,2007
2079761.F,160191,2008
1794492.F,160191,2008
1988895.F,160191,2008
1898799.F,160191,2008
2507916.F,160191,2009
2165843.F,160191,2009
2343429.F,160191,2009
2724258.F,160191,2009
3046774.F,160191,2010
3735099.F,160191,2010
3211457.F,160191,2010
3459194.F,160191,2010
3980741.F,160191,2011
5153208.F,174134,2013
5316249.F,174134,2013
5628469.F,174134,2014
5353791.F,174134,2014
5516279.F,174134,2014
5443760.F,174134,2014
5689241.F,174134,2015
5767408.F,174134,2015
5928378.F,174134,2015
5845982.F,174134,2015
8867906.F,174134,2016
6061470.F,174134,2016
6134063.F,174134,2016
5987821.F,174134,2016
11037018.F,174134,2017
10349949.F,174134,2017
10746408.F,174134,2017
11309887.F,174134,2017
11495714.F,174134,2018
5005694.F,177966,2012
4926133.F,177966,2012
4786502.F,177966,2012
4864312.F,177966,2012
5066339.F,177966,2013
5068597.F,177966,2013
5068598.F,177966,2013
5283981.F,177966,2013
5609488.F,177966,2014
5344263.F,177966,2014
5511145.F,177966,2014
5435604.F,177966,2014
5834856.F,177966,2015
5905479.F,177966,2015
5683022.F,177966,2015
5766142.F,177966,2015
7558880.F,177966,2016
5979959.F,177966,2016
6126426.F,177966,2016
6055842.F,177966,2016
10216972.F,177966,2017
10730181.F,177966,2017
11005463.F,177966,2017
11220434.F,177966,2017
11471247.F,177966,2018
2089728.F,178552,2009
2353467.F,178552,2009
2709663.F,178552,2009
3263073.F,178552,2010
3706550.F,178552,2010
4228122.F,178552,2011
4165097.F,178552,2011
3984038.F,178552,2011
4723628.F,178552,2011
5000652.F,178552,2012
4876213.F,178552,2012
5198170.F,178552,2013
5053178.F,178552,2013
5134983.F,178552,2013
5286001.F,178552,2013
5507934.F,178552,2014
5438053.F,178552,2014
5609586.F,178552,2014
5346587.F,178552,2014
5838764.F,178552,2015
5903748.F,178552,2015
5684909.F,178552,2015
5768691.F,178552,2015
7626927.F,178552,2016
6059770.F,178552,2016
5984178.F,178552,2016
6390396.F,178552,2016
10751678.F,178552,2017
11050947.F,178552,2017
10347292.F,178552,2017
11253009.F,178552,2017
11485743.F,178552,2018
5046435.F,184660,2012
5071354.F,184660,2013
5139970.F,184660,2013
5151931.F,185857,2013
5317482.F,185857,2013
5446261.F,185857,2014
5353472.F,185857,2014
1334406.F,187846,2006
1359310.F,187846,2007
1394733.F,187846,2007
1459130.F,187846,2007
1551434.F,187846,2007
1662249.F,187846,2008
1837746.F,187846,2008
1595591.F,187846,2008
1732602.F,187846,2008
2062473.F,187846,2009
1989071.F,187846,2009
2207858.F,187846,2009
1896262.F,187846,2009
2663265.F,187846,2010
2478577.F,187846,2010
3091264.F,187846,2010
2317452.F,187846,2010
9887149.F,187846,2016
10437413.F,187846,2017
10791603.F,187846,2017
11070872.F,187846,2017
11424383.F,187846,2017
11495169.F,187846,2018
